ID_code,target
test_66805,0.810655
test_66806,0.11483
test_66807,0.109335
test_66808,0.93532
test_66809,0.791925
test_66810,0.926465
test_66811,0.122495
test_66812,0.0698
test_66813,0.61687
test_66814,0.959325
test_66815,0.044545
test_66816,0.459375
test_66817,0.689585
test_66818,0.240275
test_66819,0.339715
test_66820,0.622695
test_66821,0.16549
test_66822,0.751195
test_66823,0.912805
test_66824,0.51315
test_66825,0.007415
test_66826,0.359875
test_66827,0.528135
test_66828,0.6168
test_66829,0.882825
test_66830,0.26986
test_66831,0.62059
test_66832,0.90354
test_66833,0.346815
test_66834,0.658355
test_66835,0.81359
test_66836,0.68015
test_66837,0.966535
test_66838,0.99996
test_66839,0.635195
test_66840,0.16379
test_66841,0.972875
test_66842,0.287915
test_66843,0.846955
test_66844,0.728385
test_66845,0.112465
test_66846,0.93296
test_66847,0.96674
test_66848,0.77675
test_66849,0.00018
test_66850,0.16344
test_66851,0.769625
test_66852,0.75078
test_66853,0.681705
test_66854,0.641295
test_66855,0.14076
test_66856,0.99791
test_66857,0.091165
test_66858,0.95066
test_66859,0.818645
test_66860,0.417815
test_66861,0.97114
test_66862,0.94508
test_66863,0.604595
test_66864,0.248915
test_66865,0.173135
test_66866,0.329805
test_66867,0.37753
test_66868,0.59871
test_66869,0.231855
test_66870,0.54278
test_66871,0.84377
test_66872,0.61858
test_66873,0.313735
test_66874,0.497135
test_66875,0.122785
test_66876,0.993715
test_66877,0.573945
test_66878,0.830075
test_66879,0.731425
test_66880,0.73249
test_66881,0.43769
test_66882,0.599615
test_66883,0.43043
test_66884,0.49813
test_66885,0.301155
test_66886,0.78822
test_66887,0.832675
test_66888,0.70334
test_66889,0.562265
test_66890,0.02119
test_66891,0.696445
test_66892,0.360525
test_66893,0.245255
test_66894,0.9471
test_66895,0.51162
test_66896,0.76615
test_66897,0.5502
test_66898,0.854915
test_66899,0.596935
test_66900,0.93809
test_66901,0.17403
test_66902,0.64722
test_66903,0.482315
test_66904,0.17126
test_66905,0.87401
test_66906,0.115225
test_66907,0.72042
test_66908,0.564855
test_66909,0.696675
test_66910,0.18824
test_66911,0.420885
test_66912,0.251185
test_66913,0.464215
test_66914,0.442025
test_66915,0.61854
test_66916,0.28815
test_66917,0.015205
test_66918,0.59052
test_66919,0.655035
test_66920,0.491035
test_66921,0.80434
test_66922,0.446305
test_66923,0.391665
test_66924,0.21698
test_66925,0.08264
test_66926,0.495335
test_66927,0.68772
test_66928,0.596385
test_66929,0.81757
test_66930,0.030415
test_66931,0.13671
test_66932,0.98705
test_66933,0.781805
test_66934,0.41149
test_66935,0.176625
test_66936,0.494045
test_66937,0.134335
test_66938,0.590335
test_66939,0.07484
test_66940,0.11353
test_66941,0.562325
test_66942,0.69482
test_66943,0.80677
test_66944,0.553525
test_66945,0.84467
test_66946,0.86441
test_66947,0.477
test_66948,0.78632
test_66949,0.0159
test_66950,0.086145
test_66951,0.337805
test_66952,0.48785
test_66953,0.28849
test_66954,0.239945
test_66955,0.73358
test_66956,0.28851
test_66957,0.65573
test_66958,0.043755
test_66959,0.947125
test_66960,0.64938
test_66961,0.360935
test_66962,0.68877
test_66963,0.665395
test_66964,0.119485
test_66965,0.15865
test_66966,0.24072
test_66967,0.656085
test_66968,0.65086
test_66969,0.41366
test_66970,0.86639
test_66971,0.45875
test_66972,0.63207
test_66973,0.789585
test_66974,0.78885
test_66975,0.45211
test_66976,0.301425
test_66977,0.69314
test_66978,0.29592
test_66979,0.74659
test_66980,0.616145
test_66981,0.15992
test_66982,0.778695
test_66983,0.72095
test_66984,0.91108
test_66985,0.01272
test_66986,0.0257
test_66987,0.712405
test_66988,0.2902
test_66989,0.90376
test_66990,0.68321
test_66991,0.78931
test_66992,0.360885
test_66993,0.000345
test_66994,0.03136
test_66995,0.18773
test_66996,0.95347
test_66997,0.054045
test_66998,0.005365
test_66999,0.23964
test_67000,0.81069
test_67001,0.924945
test_67002,0.226085
test_67003,0.32372
test_67004,0.240305
test_67005,0.72242
test_67006,0.37445
test_67007,0.04905
test_67008,0.37546
test_67009,0.28818
test_67010,0.128165
test_67011,0.349905
test_67012,0.696595
test_67013,0.33947
test_67014,0.414995
test_67015,0.799815
test_67016,0.607175
test_67017,0.96032
test_67018,0.963785
test_67019,0.069395
test_67020,0.477575
test_67021,0.63503
test_67022,0.281475
test_67023,0.08307
test_67024,0.57761
test_67025,0.558215
test_67026,0.17803
test_67027,0.36764
test_67028,0.68257
test_67029,0.223965
test_67030,0.92234
test_67031,0.87153
test_67032,0.680505
test_67033,0.768975
test_67034,0.568765
test_67035,0.912885
test_67036,0.09217
test_67037,0.447445
test_67038,0.408465
test_67039,0.970085
test_67040,0.35731
test_67041,0.14414
test_67042,0.66963
test_67043,0.353965
test_67044,0.15783
test_67045,0.16143
test_67046,0.089055
test_67047,0.287365
test_67048,0.09836
test_67049,0.53619
test_67050,0.1147
test_67051,0.568025
test_67052,0.408535
test_67053,0.069985
test_67054,0.953105
test_67055,0.784075
test_67056,0.92269
test_67057,0.381285
test_67058,0.13226
test_67059,0.468955
test_67060,0.502485
test_67061,0.280035
test_67062,0.46017
test_67063,0.75436
test_67064,0.040445
test_67065,0.940305
test_67066,0.39538
test_67067,0.41838
test_67068,0.224785
test_67069,0.63644
test_67070,0.10894
test_67071,0.06747
test_67072,0.279435
test_67073,0.666505
test_67074,0.941105
test_67075,0.120295
test_67076,0.300745
test_67077,0.641645
test_67078,0.73756
test_67079,0.89178
test_67080,0.195205
test_67081,0.939075
test_67082,0.85854
test_67083,0.80836
test_67084,0.989565
test_67085,0.02833
test_67086,0.63877
test_67087,0.486945
test_67088,0.106195
test_67089,0.849405
test_67090,0.61683
test_67091,0.872975
test_67092,0.08085
test_67093,0.314765
test_67094,0.53377
test_67095,0.92764
test_67096,0.783925
test_67097,0.350235
test_67098,0.12041
test_67099,0.84427
test_67100,0.288905
test_67101,0.67819
test_67102,0.72815
test_67103,0.413475
test_67104,0.077365
test_67105,0.80176
test_67106,0.7565
test_67107,0.32997
test_67108,0.321715
test_67109,0.116625
test_67110,0.66994
test_67111,0.322425
test_67112,0.214665
test_67113,0.65043
test_67114,0.363835
test_67115,0.97902
test_67116,0.72589
test_67117,0.195135
test_67118,0.677105
test_67119,0.320935
test_67120,0.98511
test_67121,0.957585
test_67122,0.47281
test_67123,0.267705
test_67124,0.61469
test_67125,0.88606
test_67126,0.71007
test_67127,0.92567
test_67128,0.811335
test_67129,0.435755
test_67130,0.974695
test_67131,0.2411
test_67132,0.501155
test_67133,0.90836
test_67134,0.409325
test_67135,0.81382
test_67136,0.476145
test_67137,0.843525
test_67138,0.505995
test_67139,0.91464
test_67140,0.755415
test_67141,0.706105
test_67142,0.281915
test_67143,0.229585
test_67144,0.24933
test_67145,0.64728
test_67146,0.255195
test_67147,0.720365
test_67148,0.93274
test_67149,0.724485
test_67150,0.212345
test_67151,0.538615
test_67152,0.12414
test_67153,0.09306
test_67154,0.55131
test_67155,0.09252
test_67156,0.49998
test_67157,0.27818
test_67158,0.45706
test_67159,0.410525
test_67160,0.394765
test_67161,0.99135
test_67162,0.08929
test_67163,0.48156
test_67164,0.90777
test_67165,0.672035
test_67166,0.176085
test_67167,0.328835
test_67168,0.028955
test_67169,0.934455
test_67170,0.487155
test_67171,0.98937
test_67172,0.25292
test_67173,0.574705
test_67174,0.283885
test_67175,0.028745
test_67176,0.95546
test_67177,0.082225
test_67178,0.725165
test_67179,0.407555
test_67180,0.545925
test_67181,0.97245
test_67182,0.938365
test_67183,0.23063
test_67184,0.839285
test_67185,0.437845
test_67186,0.161655
test_67187,0.150185
test_67188,0.133255
test_67189,0.289085
test_67190,0.8909
test_67191,0.69104
test_67192,0.97795
test_67193,0.95514
test_67194,0.926845
test_67195,0.004035
test_67196,0.03269
test_67197,0.041375
test_67198,0.842425
test_67199,0.573895
test_67200,0.37335
test_67201,0.85692
test_67202,0.93088
test_67203,0.79838
test_67204,0.93284
test_67205,0.112435
test_67206,0.679005
test_67207,0.094275
test_67208,0.576535
test_67209,0.54754
test_67210,0.54378
test_67211,0.267385
test_67212,0.508075
test_67213,0.368485
test_67214,0.2284
test_67215,0.418165
test_67216,0.253175
test_67217,0.310005
test_67218,0.046275
test_67219,0.151215
test_67220,0.97983
test_67221,0.428295
test_67222,0.87512
test_67223,0.5436
test_67224,0.910655
test_67225,0.713345
test_67226,0.33085
test_67227,0.1192
test_67228,0.78994
test_67229,0.017625
test_67230,0.734885
test_67231,0.85893
test_67232,0.13802
test_67233,0.646105
test_67234,0.86029
test_67235,0.79771
test_67236,0.464045
test_67237,0.44211
test_67238,0.375045
test_67239,0.86951
test_67240,0.041795
test_67241,0.351195
test_67242,0.381655
test_67243,0.34293
test_67244,0.28929
test_67245,0.706805
test_67246,0.53674
test_67247,0.54251
test_67248,0.99808
test_67249,0.487545
test_67250,0.49597
test_67251,0.44999
test_67252,0.369135
test_67253,0.547265
test_67254,0.56635
test_67255,0.799265
test_67256,0.64363
test_67257,0.29139
test_67258,0.221785
test_67259,0.328735
test_67260,0.94687
test_67261,0.05431
test_67262,0.582525
test_67263,0.34245
test_67264,0.021855
test_67265,0.23083
test_67266,0.922915
test_67267,0.282705
test_67268,0.22833
test_67269,0.60914
test_67270,0.033595
test_67271,0.266425
test_67272,0.054625
test_67273,0.7849
test_67274,0.05205
test_67275,0.45604
test_67276,0.207485
test_67277,0.85783
test_67278,0.824125
test_67279,0.7733
test_67280,0.20017
test_67281,0.0701
test_67282,0.486905
test_67283,0.73359
test_67284,0.99363
test_67285,0.957675
test_67286,0.5821
test_67287,0.893765
test_67288,0.138425
test_67289,0.194355
test_67290,0.370035
test_67291,0.985145
test_67292,0.73961
test_67293,0.84634
test_67294,0.480855
test_67295,0.80969
test_67296,0.75544
test_67297,0.097395
test_67298,0.059995
test_67299,0.79997
test_67300,0.804055
test_67301,0.64535
test_67302,0.519345
test_67303,0.45644
test_67304,0.557695
test_67305,0.135175
test_67306,0.65461
test_67307,0.74626
test_67308,0.22418
test_67309,0.3527
test_67310,0.931535
test_67311,0.433465
test_67312,0.2887
test_67313,0.790185
test_67314,0.917085
test_67315,0.885395
test_67316,0.42853
test_67317,0.98402
test_67318,0.514685
test_67319,0.084285
test_67320,0.692665
test_67321,0.392755
test_67322,0.387865
test_67323,0.49348
test_67324,0.30867
test_67325,0.182445
test_67326,0.456115
test_67327,0.31822
test_67328,0.71277
test_67329,0.558805
test_67330,0.948225
test_67331,0.32492
test_67332,0.660165
test_67333,0.21433
test_67334,0.59751
test_67335,0.65225
test_67336,0.43994
test_67337,0.70746
test_67338,0.368605
test_67339,0.913195
test_67340,0.950905
test_67341,0.48458
test_67342,0.46906
test_67343,0.758285
test_67344,0.38337
test_67345,0.48895
test_67346,0.030465
test_67347,0.470685
test_67348,0.793695
test_67349,0.95246
test_67350,0.236975
test_67351,0.290245
test_67352,0.382725
test_67353,0.81512
test_67354,0.80964
test_67355,0.44924
test_67356,0.92343
test_67357,0.37582
test_67358,0.98397
test_67359,0.661725
test_67360,0.05004
test_67361,0.743475
test_67362,0.30291
test_67363,0.003965
test_67364,0.724705
test_67365,0.0575
test_67366,0.68513
test_67367,0.363205
test_67368,0.166645
test_67369,0.08546
test_67370,0.10139
test_67371,0.123185
test_67372,0.10811
test_67373,0.20381
test_67374,0.665865
test_67375,0.03941
test_67376,0.08384
test_67377,0.988575
test_67378,0.81214
test_67379,0.63863
test_67380,0.472025
test_67381,0.38702
test_67382,0.89398
test_67383,0.564015
test_67384,0.521245
test_67385,0.80388
test_67386,0.60173
test_67387,0.104455
test_67388,0.477015
test_67389,0.325535
test_67390,0.406905
test_67391,0.299105
test_67392,0.741155
test_67393,0.932305
test_67394,0.7721
test_67395,0.96234
test_67396,0.32409
test_67397,0.181595
test_67398,0.05553
test_67399,0.98974
test_67400,0.546695
test_67401,0.031465
test_67402,0.01359
test_67403,0.579045
test_67404,0.270235
test_67405,0.868275
test_67406,0.68054
test_67407,0.67806
test_67408,0.806455
test_67409,0.015445
test_67410,0.7971
test_67411,0.987235
test_67412,0.32937
test_67413,0.73991
test_67414,0.821875
test_67415,0.696785
test_67416,0.06235
test_67417,0.185505
test_67418,0.607305
test_67419,0.05591
test_67420,0.215205
test_67421,0.515725
test_67422,0.92749
test_67423,0.36796
test_67424,0.530715
test_67425,0.128405
test_67426,0.520655
test_67427,0.39019
test_67428,0.937445
test_67429,0.104545
test_67430,0.469775
test_67431,0.859645
test_67432,0.467835
test_67433,0.137915
test_67434,0.5396
test_67435,0.05882
test_67436,0.71281
test_67437,0.73948
test_67438,0.787685
test_67439,0.946915
test_67440,0.217135
test_67441,0.57582
test_67442,0.824195
test_67443,0.93324
test_67444,0.848695
test_67445,0.557765
test_67446,0.69973
test_67447,0.762215
test_67448,0.8116
test_67449,0.72998
test_67450,0.950475
test_67451,0.41207
test_67452,0.806665
test_67453,0.61186
test_67454,0.727645
test_67455,0.192635
test_67456,0.294585
test_67457,0.61026
test_67458,0.517715
test_67459,0.16324
test_67460,0.660295
test_67461,0.42768
test_67462,0.78569
test_67463,0.800145
test_67464,0.956015
test_67465,0.88085
test_67466,0.02772
test_67467,0.30911
test_67468,0.202015
test_67469,0.612275
test_67470,0.169655
test_67471,0.895735
test_67472,0.38496
test_67473,0.2884
test_67474,0.401115
test_67475,0.337735
test_67476,0.2229
test_67477,0.309635
test_67478,0.685935
test_67479,0.93107
test_67480,0.322605
test_67481,0.67313
test_67482,0.020935
test_67483,0.9452
test_67484,0.29146
test_67485,0.533345
test_67486,0.626705
test_67487,0.640585
test_67488,0.990115
test_67489,0.263975
test_67490,0.5435
test_67491,0.102695
test_67492,0.71095
test_67493,0.42618
test_67494,0.61994
test_67495,0.52822
test_67496,0.21955
test_67497,0.41722
test_67498,0.487655
test_67499,0.47702
test_67500,0.540255
test_67501,0.72438
test_67502,0.35615
test_67503,0.920315
test_67504,0.020475
test_67505,0.575165
test_67506,0.03666
test_67507,0.11107
test_67508,0.323875
test_67509,0.50544
test_67510,0.76812
test_67511,0.109085
test_67512,0.98193
test_67513,0.61127
test_67514,0.979255
test_67515,0.456465
test_67516,0.51276
test_67517,0.27891
test_67518,0.720435
test_67519,0.47485
test_67520,0.176285
test_67521,0.25884
test_67522,0.996365
test_67523,0.507535
test_67524,0.8944
test_67525,0.41276
test_67526,0.371565
test_67527,0.909475
test_67528,0.97283
test_67529,0.349865
test_67530,0.17103
test_67531,0.69555
test_67532,0.275375
test_67533,0.154245
test_67534,0.754765
test_67535,0.28662
test_67536,0.283985
test_67537,0.38909
test_67538,0.92993
test_67539,0.575035
test_67540,0.425525
test_67541,0.667255
test_67542,0.33294
test_67543,0.724525
test_67544,0.962035
test_67545,0.425935
test_67546,0.44117
test_67547,0.57234
test_67548,0.668085
test_67549,0.25946
test_67550,0.90301
test_67551,0.755815
test_67552,0.54235
test_67553,0.39856
test_67554,0.317165
test_67555,0.22013
test_67556,0.502945
test_67557,0.7847
test_67558,0.84042
test_67559,0.89374
test_67560,0.64309
test_67561,0.37219
test_67562,0.543315
test_67563,0.5624
test_67564,0.084545
test_67565,0.177365
test_67566,0.264395
test_67567,0.19805
test_67568,0.18068
test_67569,0.511335
test_67570,0.0852
test_67571,0.943465
test_67572,0.856305
test_67573,0.613355
test_67574,0.26856
test_67575,0.70147
test_67576,0.91629
test_67577,0.747635
test_67578,0.744685
test_67579,0.665975
test_67580,0.833275
test_67581,0.120975
test_67582,0.11288
test_67583,0.73953
test_67584,0.406075
test_67585,0.32471
test_67586,0.01777
test_67587,0.08062
test_67588,0.628805
test_67589,0.59165
test_67590,0.72873
test_67591,0.79902
test_67592,0.110975
test_67593,0.94899
test_67594,0.749005
test_67595,0.23873
test_67596,0.59085
test_67597,0.922475
test_67598,0.95864
test_67599,0.68032
test_67600,0.38968
test_67601,0.62498
test_67602,0.51995
test_67603,0.214315
test_67604,0.87335
test_67605,0.127925
test_67606,0.160075
test_67607,0.74747
test_67608,0.33015
test_67609,0.839725
test_67610,0.201965
test_67611,0.476
test_67612,0.224965
test_67613,0.7383
test_67614,0.69446
test_67615,0.976615
test_67616,0.744945
test_67617,0.119055
test_67618,0.0738
test_67619,0.37238
test_67620,0.74051
test_67621,0.372325
test_67622,0.07366
test_67623,0.64163
test_67624,0.21147
test_67625,0.906715
test_67626,0.49425
test_67627,0.654095
test_67628,0.68654
test_67629,0.87431
test_67630,0.94113
test_67631,0.52145
test_67632,0.93747
test_67633,0.723455
test_67634,0.30826
test_67635,0.32484
test_67636,0.885765
test_67637,0.09624
test_67638,0.130975
test_67639,0.17329
test_67640,0.80036
test_67641,0.0508
test_67642,0.50773
test_67643,0.19421
test_67644,0.877405
test_67645,0.096415
test_67646,0.02544
test_67647,0.227635
test_67648,0.81072
test_67649,0.648025
test_67650,0.907165
test_67651,0.317485
test_67652,0.160755
test_67653,0.52219
test_67654,0.468455
test_67655,0.198045
test_67656,0.49253
test_67657,0.4035
test_67658,0.425275
test_67659,0.35159
test_67660,0.913835
test_67661,0.008095
test_67662,0.569845
test_67663,0.55013
test_67664,0.586285
test_67665,0.657005
test_67666,0.85266
test_67667,0.47588
test_67668,0.19529
test_67669,0.391785
test_67670,0.610545
test_67671,0.06129
test_67672,0.61833
test_67673,0.158855
test_67674,0.497855
test_67675,0.67375
test_67676,0.744735
test_67677,0.15103
test_67678,0.14969
test_67679,0.969345
test_67680,0.200435
test_67681,0.58616
test_67682,0.780325
test_67683,0.624815
test_67684,0.07726
test_67685,0.909945
test_67686,0.86677
test_67687,0.60845
test_67688,0.611295
test_67689,0.178725
test_67690,0.71352
test_67691,0.51353
test_67692,0.05878
test_67693,0.150555
test_67694,0.95702
test_67695,0.330585
test_67696,0.374125
test_67697,0.42891
test_67698,0.87773
test_67699,0.408045
test_67700,0.152265
test_67701,0.95157
test_67702,0.70651
test_67703,0.794275
test_67704,0.70807
test_67705,0.522545
test_67706,0.47197
test_67707,0.697265
test_67708,0.573975
test_67709,0.72655
test_67710,0.787085
test_67711,0.042015
test_67712,0.394965
test_67713,0.971315
test_67714,0.87489
test_67715,0.99279
test_67716,0.491555
test_67717,0.364305
test_67718,0.440845
test_67719,0.466975
test_67720,0.80348
test_67721,0.546725
test_67722,0.41855
test_67723,0.52138
test_67724,0.88591
test_67725,0.715885
test_67726,0.50367
test_67727,0.374835
test_67728,0.15374
test_67729,0.392365
test_67730,0.329335
test_67731,0.53281
test_67732,0.947005
test_67733,0.655445
test_67734,0.823625
test_67735,0.45345
test_67736,0.2785
test_67737,0.27461
test_67738,0.81412
test_67739,0.27245
test_67740,0.846985
test_67741,0.59366
test_67742,0.235105
test_67743,0.292935
test_67744,0.94781
test_67745,0.834005
test_67746,0.962755
test_67747,0.422225
test_67748,0.434555
test_67749,0.12124
test_67750,0.931335
test_67751,0.299345
test_67752,0.38644
test_67753,0.093525
test_67754,0.49706
test_67755,0.412075
test_67756,0.705525
test_67757,0.11144
test_67758,0.510565
test_67759,0.893585
test_67760,0.11105
test_67761,0.753485
test_67762,0.8388
test_67763,0.47724
test_67764,0.24413
test_67765,0.78238
test_67766,0.393305
test_67767,0.179555
test_67768,0.373205
test_67769,0.165285
test_67770,0.36262
test_67771,0.368885
test_67772,0.004325
test_67773,0.566145
test_67774,0.906685
test_67775,0.248385
test_67776,0.590705
test_67777,0.7132
test_67778,0.62543
test_67779,0.252755
test_67780,0.45355
test_67781,0.205705
test_67782,0.9478
test_67783,0.49967
test_67784,0.685725
test_67785,0.425075
test_67786,0.60278
test_67787,0.83703
test_67788,0.0141
test_67789,0.788835
test_67790,0.177065
test_67791,0.63638
test_67792,0.06423
test_67793,0.7601
test_67794,0.472965
test_67795,0.089575
test_67796,0.026925
test_67797,0.041655
test_67798,0.833395
test_67799,0.387165
test_67800,0.593035
test_67801,0.69657
test_67802,0.55722
test_67803,0.63419
test_67804,0.64733
test_67805,0.40847
test_67806,0.78677
test_67807,0.228455
test_67808,0.017205
test_67809,0.246615
test_67810,0.56328
test_67811,0.669805
test_67812,0.63019
test_67813,0.980415
test_67814,0.349675
test_67815,0.999755
test_67816,0.325305
test_67817,0.754355
test_67818,0.823715
test_67819,0.474885
test_67820,0.03867
test_67821,0.147195
test_67822,0.267845
test_67823,0.370755
test_67824,0.62814
test_67825,0.314975
test_67826,0.86669
test_67827,0.53564
test_67828,0.86926
test_67829,0.013165
test_67830,0.948535
test_67831,0.070155
test_67832,0.572365
test_67833,0.226415
test_67834,0.74578
test_67835,0.960475
test_67836,0.14648
test_67837,0.237365
test_67838,0.213615
test_67839,0.164205
test_67840,0.83395
test_67841,0.356365
test_67842,0.444955
test_67843,0.93198
test_67844,0.91248
test_67845,0.16697
test_67846,0.665305
test_67847,0.74651
test_67848,0.18123
test_67849,0.41387
test_67850,0.624515
test_67851,0.9254
test_67852,0.681535
test_67853,0.7859
test_67854,0.633175
test_67855,0.67604
test_67856,0.72903
test_67857,0.274305
test_67858,0.04882
test_67859,0.495245
test_67860,0.15825
test_67861,0.84045
test_67862,0.745135
test_67863,0.03818
test_67864,0.57059
test_67865,0.52991
test_67866,0.98413
test_67867,0.068495
test_67868,0.32685
test_67869,0.74849
test_67870,0.3157
test_67871,0.86168
test_67872,0.910875
test_67873,0.61673
test_67874,0.35702
test_67875,0.1557
test_67876,0.699125
test_67877,0.331245
test_67878,0.673195
test_67879,0.58427
test_67880,0.15446
test_67881,0.69221
test_67882,0.492965
test_67883,0.90263
test_67884,0.77882
test_67885,0.674735
test_67886,0.33111
test_67887,0.691765
test_67888,0.848415
test_67889,0.74467
test_67890,0.10273
test_67891,0.055975
test_67892,0.669145
test_67893,0.82073
test_67894,0.57542
test_67895,0.252175
test_67896,0.201175
test_67897,0.312525
test_67898,0.026245
test_67899,0.28946
test_67900,0.43811
test_67901,0.13319
test_67902,0.364755
test_67903,0.429075
test_67904,0.98103
test_67905,0.94867
test_67906,0.71894
test_67907,0.305325
test_67908,0.65668
test_67909,0.722055
test_67910,0.867515
test_67911,0.46778
test_67912,0.59231
test_67913,0.01601
test_67914,0.810245
test_67915,0.26763
test_67916,0.398055
test_67917,0.602515
test_67918,0.68358
test_67919,0.06005
test_67920,0.96441
test_67921,0.44052
test_67922,0.87421
test_67923,0.427015
test_67924,0.008045
test_67925,0.975695
test_67926,0.45581
test_67927,0.845085
test_67928,0.47648
test_67929,0.160555
test_67930,0.17176
test_67931,0.51532
test_67932,0.827735
test_67933,0.50357
test_67934,0.37094
test_67935,0.131495
test_67936,0.6139
test_67937,0.68249
test_67938,0.900255
test_67939,0.63538
test_67940,0.379245
test_67941,0.634845
test_67942,0.05579
test_67943,0.825935
test_67944,0.344105
test_67945,0.12999
test_67946,0.22732
test_67947,0.80754
test_67948,0.80439
test_67949,0.87901
test_67950,0.71187
test_67951,0.95623
test_67952,0.16046
test_67953,0.421575
test_67954,0.06645
test_67955,0.213665
test_67956,0.85502
test_67957,0.223915
test_67958,0.539245
test_67959,0.039955
test_67960,0.015875
test_67961,0.99894
test_67962,0.199885
test_67963,0.269405
test_67964,0.14387
test_67965,0.205355
test_67966,0.66003
test_67967,0.50842
test_67968,0.726705
test_67969,0.51198
test_67970,0.273545
test_67971,0.16988
test_67972,0.37764
test_67973,0.77299
test_67974,0.28422
test_67975,0.077175
test_67976,0.753505
test_67977,0.446455
test_67978,0.073695
test_67979,0.41836
test_67980,0.318455
test_67981,0.195705
test_67982,0.818245
test_67983,0.287405
test_67984,0.059585
test_67985,0.383915
test_67986,0.596415
test_67987,0.67277
test_67988,0.6571
test_67989,0.558525
test_67990,0.978055
test_67991,0.781015
test_67992,0.149115
test_67993,0.5099
test_67994,0.89663
test_67995,0.92922
test_67996,0.739605
test_67997,0.292595
test_67998,0.194835
test_67999,0.92364
test_68000,0.146095
test_68001,0.99526
test_68002,0.241395
test_68003,0.243335
test_68004,0.639405
test_68005,0.0766
test_68006,0.28154
test_68007,0.63485
test_68008,0.397695
test_68009,0.32832
test_68010,0.59281
test_68011,0.168695
test_68012,0.48357
test_68013,0.424905
test_68014,0.39706
test_68015,0.47388
test_68016,0.81552
test_68017,0.09699
test_68018,0.292835
test_68019,0.83618
test_68020,0.426515
test_68021,0.37638
test_68022,0.947145
test_68023,0.906125
test_68024,0.439195
test_68025,0.605155
test_68026,0.98621
test_68027,0.416345
test_68028,0.093825
test_68029,0.308945
test_68030,0.465675
test_68031,0.66585
test_68032,0.691195
test_68033,0.295035
test_68034,0.605195
test_68035,0.621495
test_68036,0.66737
test_68037,0.91347
test_68038,0.3871
test_68039,0.354325
test_68040,0.168285
test_68041,0.14988
test_68042,0.263095
test_68043,0.94254
test_68044,0.942805
test_68045,0.58748
test_68046,0.16984
test_68047,0.905675
test_68048,0.65307
test_68049,0.9928
test_68050,0.73332
test_68051,0.229035
test_68052,0.26978
test_68053,0.6309
test_68054,0.24549
test_68055,0.17905
test_68056,0.148005
test_68057,0.70213
test_68058,0.481655
test_68059,0.990205
test_68060,0.655665
test_68061,0.673755
test_68062,0.54686
test_68063,0.240365
test_68064,0.74908
test_68065,0.85104
test_68066,0.83611
test_68067,0.10633
test_68068,0.666775
test_68069,0.11778
test_68070,0.43964
test_68071,0.26291
test_68072,0.31908
test_68073,0.20879
test_68074,0.997945
test_68075,0.66462
test_68076,0.26028
test_68077,0.985115
test_68078,0.85109
test_68079,0.588025
test_68080,0.326355
test_68081,0.175235
test_68082,0.32187
test_68083,0.8832
test_68084,0.0529
test_68085,0.86525
test_68086,0.87273
test_68087,0.12452
test_68088,0.935165
test_68089,0.92609
test_68090,0.27783
test_68091,0.263185
test_68092,0.033095
test_68093,0.29374
test_68094,0.96786
test_68095,0.02347
test_68096,0.14182
test_68097,0.710175
test_68098,0.75179
test_68099,0.76367
test_68100,0.408505
test_68101,0.335915
test_68102,0.384915
test_68103,0.35257
test_68104,0.47505
test_68105,0.213045
test_68106,0.57209
test_68107,0.7071
test_68108,0.89377
test_68109,0.623405
test_68110,0.398405
test_68111,0.133155
test_68112,0.45606
test_68113,0.938335
test_68114,0.24609
test_68115,0.691435
test_68116,0.644415
test_68117,0.40399
test_68118,0.047815
test_68119,0.264945
test_68120,0.462645
test_68121,0.95547
test_68122,0.283375
test_68123,0.477805
test_68124,0.055925
test_68125,0.9359
test_68126,0.63158
test_68127,0.9797
test_68128,0.3898
test_68129,0.324565
test_68130,0.861885
test_68131,0.90969
test_68132,0.84984
test_68133,0.06577
test_68134,0.251875
test_68135,0.232735
test_68136,0.16196
test_68137,0.81649
test_68138,0.64139
test_68139,0.51063
test_68140,0.402805
test_68141,0.87546
test_68142,0.66049
test_68143,0.668125
test_68144,0.61222
test_68145,0.18665
test_68146,0.590205
test_68147,0.86786
test_68148,0.013965
test_68149,0.08067
test_68150,0.885705
test_68151,0.331055
test_68152,0.87752
test_68153,0.20296
test_68154,0.09649
test_68155,0.392215
test_68156,0.794665
test_68157,0.23223
test_68158,0.685205
test_68159,0.9751
test_68160,0.87668
test_68161,0.022
test_68162,0.081895
test_68163,0.89508
test_68164,0.055995
test_68165,0.666145
test_68166,0.9026
test_68167,0.219155
test_68168,0.304435
test_68169,0.71374
test_68170,0.53602
test_68171,0.9039
test_68172,0.82495
test_68173,0.36832
test_68174,0.90878
test_68175,0.38774
test_68176,0.598545
test_68177,0.998335
test_68178,0.94386
test_68179,0.132625
test_68180,0.357345
test_68181,0.243775
test_68182,0.35892
test_68183,0.180525
test_68184,0.66341
test_68185,0.700235
test_68186,0.77094
test_68187,0.468505
test_68188,0.37178
test_68189,0.019385
test_68190,0.71533
test_68191,0.4745
test_68192,0.23326
test_68193,0.15053
test_68194,0.45868
test_68195,0.142695
test_68196,0.79401
test_68197,0.728225
test_68198,0.050145
test_68199,0.067025
test_68200,0.118515
test_68201,0.408205
test_68202,0.80555
test_68203,0.15756
